views,painting,size,medium,title,artistCountry,creator,pubDate,artist_NoOfArts,artist_followers,materials,favoriteCount,subject,price,
71,Oil,180,Oil, Jovian Space Painting by John Clark,United States,John Clark,1.19915E+12,8,0,Canvas,0,Outer Space,1090,6.993932975
61,Oil,1728,Oil, Blue Whale Painting by Stephanie Burns,Australia,Stephanie Burns,1.45161E+12,21,4,Canvas,0,Water,5410,8.596004372
571,Gouache,660,Gouache, Gudiya (The Doll) Painting by cor bosman,India,cor bosman,1.42007E+12,13,5,Cardboard Paper,1,People,740,6.606650186
9,Acrylic,432,Acrylic, Wilderness Painting by Suma Dambal,United States,Suma Dambal,1.45161E+12,4,0,Canvas,1,Abstract,830,6.721425701
274,Oil,864,Oil, Something About Books 29 Books Painting by Robert Gaudreau,United States,Robert Gaudreau,1.14324E+12,37,4,Canvas,3,Education,2140,7.668561108
440,Acrylic,309.29,Acrylic, CLOSER Painting by Elia Tomás,Spain,Elia Tomás,1.48323E+12,42,159,Wood,2,Love,700,6.551080335
21,Oil,756,Oil, Yosemite Painting by Holly Rees,United Kingdom,Holly Rees,1.45161E+12,2,0,Wood,0,Landscape,2590,7.859413155
46,Acrylic,280,Acrylic, Untitled Marine Vista #105 Painting by Victoria Febrer,United States,Victoria Febrer,1.33583E+12,12,11,Canvas,1,Seascape,610,6.413458957
292,Oil,186.44,Oil, Dream Painting by Ivan Vorobiov,Ukraine,Ivan Vorobiov,1.42586E+12,62,2,Canvas Cardboard Other,0,Portrait,265,5.579729826
46,Acrylic,1936,Acrylic Gesso Household Spray Paint Oil, Earthling 7 Painting by Katarina Sido,Slovakia,Katarina Sido,1.45143E+12,9,1,Canvas,0,Body,1640,7.402451521
32,Acrylic,1552.36,Acrylic, Life Painting by Peter Szalc,Germany,Peter Szalc,1.43856E+12,3,0,Canvas,0,People,2090,7.644919345
39,Acrylic,190.8,Acrylic, KoRo (filter 01) Painting by Satoshi Date,United Kingdom,Satoshi Date,1.19915E+12,54,364,Canvas,0,Abstract,730,6.593044534
13,Color,1064,Color Oil Acrylic Ceramic Mosaic, Flying Centaur Painting by Jonny Cookiee,United States,Jonny Cookiee,1.32538E+12,3,0,Ceramic Glass Marble Stone Stainless Steel,0,Fantasy,1360,7.215239979
4,Acrylic,835.44,Acrylic, The koto song Painting by Serj Gavrilita,Romania,Serj Gavrilita,1.45161E+12,49,20,Canvas,0,Music,880,6.779921907
22,Oil,185.26,Oil, Butterfly 10. Blue kontur2016 mdf oil on canvas 30x40 cm Painting by Alik Vetrof,Ukraine,Alik Vetrof,1.45161E+12,31,10,Canvas Cardboard,0,Animal,560,6.327936784
510,Oil,370.52,Oil, Fairy night D. Kruton Painting by Inna R,Ukraine,Inna R,1.45273E+12,51,4,Canvas,3,Places,1540,7.339537695
77,Oil,892.08,Oil, Tiger Painting by Danguolė Šerstinskaja,Lithuania,Danguolė Šerstinskaja,1.45161E+12,44,20,Paper,0,Animal,3750,8.229511119
285,Acrylic,720,Acrylic, Kirbys Cats Painting by wilfrido limvalencia,Canada,wilfrido limvalencia,1.16761E+12,25,58,Canvas,5,Cats,8500,9.047821442
73,Oil,1670.88,Oil, Indigo Skies 1 Painting by Lynn Church,South Africa,Lynn Church,1.45316E+12,44,1,Canvas,0,Seascape,830,6.721425701
546,Digital,27.93,Digital Oil Paint, Sketch XX Painting by Jacco Hinke,Netherlands,Jacco Hinke,1.45161E+12,49,248,Paper,14,Nature,215,5.370638028
55,Acrylic,1256.86,Acrylic, Caitlin Painting by Clara de Bobes,,Clara de Bobes,1.37506E+12,65,3,Canvas,0,Women,2190,7.691656823
14,Oil,480,Oil, Ponder Painting by Christopher Lovely,United States,Christopher Lovely,1.48323E+12,38,36,Canvas,0,People,1300,7.170119543
151,Oil,719.4,Oil, African girl Painting by Petar Yankov,Bulgaria,Petar Yankov,1.42128E+12,14,2,Canvas,4,Nude,2750,7.919356191
58,Acrylic,1728,Acrylic, Non Cult Painting by OLIVEIRA GALLERY,United States,OLIVEIRA GALLERY,1.42007E+12,32,5,Canvas,0,Abstract,3038,8.018954683
32,Acrylic,864,Acrylic, Africa Painting by Mollie Chounard,United States,Mollie Chounard,1.42007E+12,5,0,Canvas,0,Animal,3250,8.086410275
59,Oil,649.99,Oil, CCTV Dampier the Prequel Painting by Yianni Johns,Australia,Yianni Johns,1.38853E+12,9,1,Canvas,0,Architecture,3710,8.218787156
22,Oil and Color,53594,Oil Color, Fishing Boat Painting by Koo Yean Ni,Malaysia,Koo Yean Ni,1.48323E+12,50,11,Canvas Other,0,Culture,2410,7.787382026
18,Oil,768,Oil, red shoe Painting by David Barkham,South Africa,David Barkham,1.45161E+12,4,0,Wood,0,Bicycle,1450,7.279318835
469,Acrylic,1277.35,Acrylic Oil Paint Watercolor, Serie 8 N°2 Painting by Gilles Le Corre,France,Gilles Le Corre,1.40504E+12,46,42,Paper,2,Nude,2850,7.955074273
123,Watercolor and Gouache,178.98,Watercolor Gouache, Self Portrait with Green hat Painting by Natalie Hooper,,Natalie Hooper,1.38491E+12,49,5,Paper,0,People,550,6.309918278
24,oil,166.42,oil, Spring against the light.... Painting by PETIT BARBARA,France,PETIT BARBARA,1.45748E+12,9,0,Canvas Other,1,Floral,315,5.752572639
79,Acrylic,1280,Acrylic, All Falls Down Painting by Stefan  EightySeven,United States,Stefan  EightySeven,1.42776E+12,12,0,Other,3,Abstract,765,6.639875834
86,Oil and Resin,743.4,Oil Resin, Untitled 95 Painting by Tim Bailey,United Kingdom,Tim Bailey,1.45161E+12,41,134,Aluminium,2,Abstract,1590,7.371489295
37,Acrylic,543.72,Acrylic, Giselle II Painting by Fabio do Prado,United Kingdom,Fabio do Prado,1.13607E+12,15,5,Canvas,0,Women,800,6.684611728
15,Oil,320,Oil, David Engel 4.0 Painting by Barbara Engel,United States,Barbara Engel,1.48323E+12,13,2,Canvas,0,Portrait,200,5.298317367
1821,Acrylic,752.84,Acrylic Ink Digital, Marthas Dreams Painting by Jola Mroszczyk,United Kingdom,Jola Mroszczyk,1.38724E+12,82,117,Cardboard,8,Portrait,760,6.633318433
129,Oil,1859.68,Oil, YELLOW BUBBLE Painting by Marta Kisiliczyk,United Kingdom,Marta Kisiliczyk,1.44634E+12,4,1,Canvas,1,Landscape,3900,8.268731832
150,Acrylic,929.84,Acrylic, New Possibilities Painting by Anastasia Nensy Fridman,,Anastasia Nensy Fridman,1.42677E+12,18,4,Canvas,1,Abstract,1140,7.038783541
1250,Acrylic,2496,Acrylic, MUSICIAN Painting by Sekhar Roy,India,Sekhar Roy,1.43329E+12,12,2,Canvas,0,Music,3350,8.116715625
106,Acrylic,140,Acrylic, Sagres Coastline Portugal Painting by Alan Streets,United Kingdom,Alan Streets,1.44651E+12,30,2,Canvas,0,Seascape,425,6.052089169
367,Acrylic,320,Acrylic, Flowers Painting by Irene Koval,United States,Irene Koval,1.42327E+12,16,2,Canvas Cardboard,2,Floral,660,6.492239835
265,Oil,1369,Oil Paint Resin, Ginnungagap Painting by Leah Downing,United Kingdom,Leah Downing,1.4008E+12,23,14,Canvas,2,Science,1165,7.060476366
205,Acrylic,252,Acrylic, Old Mill - Toronto Painting by Les Luxemburger,Canada,Les Luxemburger,1.41083E+12,33,3,Canvas,1,Landscape,460,6.131226489
110,Acrylic,1670.88,Acrylic, SIN ALMA Painting by Diana Francia Gomez Ordóñez,Colombia,Diana Francia Gomez Ordóñez,1.45161E+12,28,2,Canvas,0,People,3250,8.086410275
5,Ink and Watercolor,1447.2,Ink Watercolor, Breezy Waimanalo Seaside Painting by Jennifer Chau,United States,Jennifer Chau,1.32538E+12,2,1,Paper,0,Landscape,1350,7.207859871
7,Oil,755.2,Oil, Girl in the Water Painting by Ivora Arsenovic,Serbia,Ivora Arsenovic,1.45161E+12,11,14,Canvas,0,Women,1990,7.595889918
187,Textile,8405.8,Textile, Advent Painting by Maija Purgaile,Latvia,Maija Purgaile,1.00984E+12,12,2,Soft (Yarn Cotton Fabric),3,Religious,13000,9.472704636
13,Acrylic,309.29,Acrylic, Evening Painting by Iana Diabina,Ukraine,Iana Diabina,1.48323E+12,9,0,Canvas,0,Landscape,450,6.109247583
28,Acrylic,1694.22,Acrylic, The warm sky Painting by Kostya Koposov,Germany,Kostya Koposov,1.45161E+12,8,1,Canvas,0,Landscape,950,6.856461985
33,Fabric,609.84,Fabric Textile Thread Rust, Rusted Snowflakes Painting by Jean Judd,United States,Jean Judd,1.48323E+12,72,7,Soft (Yarn Cotton Fabric) Iron,0,Abstract,3250,8.086410275
129,Oil,992.25,Oil, tree17 Painting by peter symons,,peter symons,1.40953E+12,5,1,Canvas,1,Tree,1290,7.162397497
29,Oil,3842.37,Oil, Memories Painting by Radovan Jandric,Serbia,Radovan Jandric,1.357E+12,10,0,Canvas,0,Rural life,21000,9.952277717
98,Acrylic,1859.68,Acrylic, Who are they? Painting by parya Vatankhah,France,parya Vatankhah,1.29384E+12,9,1,Canvas,0,Women,5410,8.596004372
57,Oil,21.16,Oil, Flower No.2 Painting by Ying Ying Lu,United States,Ying Ying Lu,1.44988E+12,20,1,Canvas,0,Garden,760,6.633318433
51,Acrylic,648,Acrylic, For Frida With Love Painting by Daniel Dust,United States,Daniel Dust,1.45161E+12,11,0,Canvas,0,Portrait,2910,7.97590836
121,Oil,3157.68,Oil, Contrast Painting by Serhii Lohinov,Ukraine,Serhii Lohinov,1.45161E+12,55,58,Canvas,15,Nude,2410,7.787382026
463,Oil,388.09,Oil, The Sentinel Painting by Alasdair Urquhart,United Kingdom,Alasdair Urquhart,1.43178E+12,8,2,Canvas,2,Seascape,1990,7.595889918
7,Acrylic,2304,Acrylic, Qualia 415 Painting by Karen Freedman,United States,Karen Freedman,1.48323E+12,4,0,Canvas,1,Geometric,8500,9.047821442
13,Acrylic and Paint,324,Acrylic Paint, Skaket Sunset Painting by Rowena Perkins,United States,Rowena Perkins,1.48323E+12,34,0,Wood,0,Seascape,445,6.098074282
692,Acrylic,1670.88,Acrylic Ink Resin Digital, Organic Abstract 02 Painting by Mirjana Barkovic,Croatia,Mirjana Barkovic,1.4148E+12,14,20,Canvas,3,Abstract,2390,7.779048645
116,Acrylic,192,Acrylic, Lady Marmalade Painting by Rodger Schultz,United States,Rodger Schultz,1.41108E+12,13,1,Wood,0,Women,930,6.835184586
204,Acrylic and Pencil,611.04,Acrylic Pencil, Blooming Painting by Olivera Protic,Serbia,Olivera Protic,1.45161E+12,12,0,Canvas,2,Abstract,2180,7.687080156
142,Oil,1277.35,Oil, Nap Painting by Jakub Godziszewski,Poland,Jakub Godziszewski,1.40849E+12,21,9,Canvas,3,Body,2750,7.919356191
72,Acrylic and Oil,561.69,Acrylic Oil, Muscle Workshops - Painting on sphere Painting by Will Teather,United Kingdom,Will Teather,1.45161E+12,12,10,Other,2,Architecture,16750,9.726153537
216,Oil,271.5,Oil, Saul and the dead rat Painting by Alice ODILON,Portugal,Alice ODILON,1.45161E+12,39,3,Canvas,0,Portrait,1140,7.038783541
293,Acrylic,100,Acrylic, The Fury Painting by Meagan Hall,United States,Meagan Hall,1.43718E+12,13,2,Canvas,1,Abstract,295,5.686975356
321,Digital,560,Digital, Dancer Painting by Pooneh Nik,United States,Pooneh Nik,1.42007E+12,6,1,Canvas,1,Performing Arts,480,6.173786104
74,Acrylic and Paint,1087.44,Acrylic Paint, ECLIPSE Painting by Ioan Hohan,Romania,Ioan Hohan,1.44357E+12,7,0,Canvas,0,Outer Space,640,6.461468176
59,Oil,192,Oil, Bather Painting by Grant Godwin,United States,Grant Godwin,1.357E+12,6,0,Wood,0,Nude,395,5.978885765
30,Oil,1225,Oil, La Danza-Ginastera Painting by Grace j Monard,France,Grace j Monard,1.2623E+12,17,2,Canvas Soft (Yarn Cotton Fabric),0,Abstract,3450,8.14612951
43,Oil,16,Oil, untitled Painting by Anna Girgis,United States,Anna Girgis,1.38853E+12,42,0,Other,0,Abstract,135,4.905274778
16,Acrylic,480,Acrylic, Red leaves falling Painting by Pari Ghaem,Canada,Pari Ghaem,1.42007E+12,4,0,Canvas,0,Abstract,430,6.063785209
117,Paper,246.49,Paper, PICTURES AT AN EXHIBITION Painting by BOB BUNCK,Netherlands,BOB BUNCK,1.42007E+12,27,104,Cardboard,1,Wall,2190,7.691656823
42,Oil,154,Oil, House on a hill Painting by Ray Naso,United States,Ray Naso,1.44357E+12,3,0,Canvas,0,Home,265,5.579729826
19,Acrylic,270,Acrylic, Volare Painting by David Willis,Canada,David Willis,1.45161E+12,15,17,Aluminium,0,Abstract,328,5.793013608
56,Watercolor,310.8,Watercolor Digital Pencil Color, Watercolor artist series,Turkey,Sebahat Bağbars,1.45161E+12,11,0,Canvas Paper,0,Celebrity,310,5.736572297
170,Tempera and Ink,543.72,Tempera Ink, Times fly Painting by Momchil Nikolov,Bulgaria,Momchil Nikolov,1.42275E+12,4,2,Canvas,3,Body,1340,7.200424893
84,Oil,743.4,Oil, Sunset Painting by SA lana,Latvia,SA lana,1.45161E+12,26,1,Canvas Soft (Yarn Cotton Fabric) Other,1,Seascape,540,6.29156914
327,Oil,320,Oil, Nice to See You Painting by Elena Nayman,United States,Elena Nayman,1.45161E+12,24,7,Canvas,0,Landscape,760,6.633318433
7259,Acrylic,1170,Acrylic, Charlie Chaplin Portrait 3 Fine Art Painting by Florin Coman,Romania,Florin Coman,1.42007E+12,19,28,Canvas,14,Portrait,3249,8.086102536
32,Oil and Wood,309.29,Oil Wood, Capriccio Painting by Fabio DAgostino,Italy,Fabio DAgostino,1.42007E+12,10,2,Canvas Wood,0,Culture,2750,7.919356191
301,Oil,3100.78,Oil, The Passion Painting by Carmiña Velasco,Germany,Carmiña Velasco,1.38853E+12,30,0,Canvas,1,Fantasy,9850,9.195226734
47,Acrylic,864,Acrylic, pug crawl... Painting by Will Bullas,United States,Will Bullas,1.45161E+12,29,3,Wood,0,Animal,3500,8.160518247
33,Acrylic and Paper,1152,Acrylic Paper, in my dream Painting by Uri Berger,United States,Uri Berger,1.46215E+12,53,0,Canvas Paper,0,Abstract,3450,8.14612951
61,Oil,93.22,Oil, Virginity Painting by Paulina Taranek,Poland,Paulina Taranek,1.45161E+12,25,48,Canvas,3,Women,980,6.887552572
66,Oil,309.29,Oil, At night Painting by Elena Krashevka,Germany,Elena Krashevka,1.38499E+12,14,2,Canvas,1,Women,5210,8.558335135
136,Acrylic,288,Acrylic, Aspiration Painting by Dyane Dastous,Canada,Dyane Dastous,1.4256E+12,7,0,Canvas,0,Landscape,915,6.818924065
102,Oil and Acrylic,992.25,Oil Acrylic, Elements Painting by Nevyana Hristova,Bulgaria,Nevyana Hristova,1.4129E+12,10,9,Canvas,2,Women,1390,7.237059026
105,Enamel,2300,Enamel Acrylic Latex, Couple Painting by Victoria Loeb,United States,Victoria Loeb,1.39415E+12,14,5,Canvas,1,Body,4150,8.330863613
5,Acrylic and Mixed Media,400,Acrylic Mixed Media, Essaouira II Painting by Lusea Warner,United Kingdom,Lusea Warner,1.38853E+12,6,0,Canvas,0,Culture,540,6.29156914
46,Acrylic,1296,Acrylic Enamel Oil, TERRIBLE WAR Painting by Hiraa Awais,Pakistan,Hiraa Awais,1.42007E+12,8,1,Canvas Soft (Yarn Cotton Fabric) Other,0,Abstract,2650,7.882314919
513,Acrylic,108,Acrylic, Radicle and Coleoptile Painting by Stacy Tompkins,United States,Stacy Tompkins,1.42672E+12,232,59,Paper,1,Abstract,1340,7.200424893
42,Oil,246.49,Oil, White Neomarica Painting by Daniela Valentini,Chile,Daniela Valentini,1.39337E+12,7,1,Canvas,0,Floral,1240,7.122866659
1,Acrylic,1253.16,Acrylic, hedgerow I Painting by Joanne Mwayi,United Kingdom,Joanne Mwayi,1.45161E+12,16,14,Canvas,0,Landscape,2155,7.675546003
51,Acrylic and Ink,432,Acrylic Ink, Kite Runner 6 Painting by Cristian Marin,United States,Cristian Marin,1.42906E+12,268,50,Paper,1,Architecture,395,5.978885765
58,Oil,720,Oil, Blue Lake Painting by Galina Zimmatore,United Kingdom,Galina Zimmatore,1.48323E+12,59,43,Canvas,1,Landscape,1370,7.222566019
7,Oil,928,Oil, black beauty Painting by payal tripathi,India,payal tripathi,1.45161E+12,21,2,Canvas,0,Portrait,1190,7.081708586
306,Acrylic,875,Acrylic Spray Paint Gouache, Friend Painting by Hannah Hardy,United Kingdom,Hannah Hardy,1.42137E+12,35,8,Canvas,1,Horse,1840,7.517520851
76,Acrylic,320,Acrylic, Scaley Vase Painting by Lisa Ng,Canada,Lisa Ng,1.45161E+12,110,48,Canvas,3,Floral,660,6.492239835
86,Oil,80,Oil, Seeds of promise Painting by Rosemary Lawrey,United Kingdom,Rosemary Lawrey,1.42007E+12,14,0,Canvas,0,Floral,185,5.220355825
187,Acrylic,1087.44,Acrylic Oil Spray Paint Gesso, Red Painting by Elżbieta Czerwińska -   Candela,Poland,Elżbieta Czerwińska -   Candela,1.44642E+12,14,6,Canvas Soft (Yarn Cotton Fabric),0,Body,1050,6.956545443
21,Oil,311.26,Oil, Abram Hannibal Painting by Nikolai Klimenko,Russia,Nikolai Klimenko,1.23077E+12,3,0,Canvas,0,Portrait,345,5.843544417
99,Oil,192,Oil, Valley Light Painting by Timon Sloane,United States,Timon Sloane,1.44107E+12,48,2,Canvas,4,Landscape,880,6.779921907
150,Oil,464.92,Oil, LS in colour Painting by Branko Jalovicar,Croatia,Branko Jalovicar,1.42042E+12,3,2,Canvas,3,Landscape,1240,7.122866659
99,Watercolor,108,Watercolor, Long night Painting by PJ Lewis,United States,PJ Lewis,1.425E+12,56,9,Paper,0,Women,141,4.94875989
55,Oil,672,Oil, The Blue Ship Painting by Valeria Radzievska,Ukraine,Valeria Radzievska,1.45161E+12,40,5,Canvas,1,Portrait,1190,7.081708586
319,Acrylic,720,Acrylic, Landscape Painting Painting by Kiran Pillai,,Kiran Pillai,1.41601E+12,1,0,Canvas,0,Landscape,670,6.507277712
43,Oil,741.04,Oil, Body Painting by Reneta Isin,Germany,Reneta Isin,1.42007E+12,22,2,Canvas,0,Nude,3600,8.188689124
25,Oil,2880,Oil, love you Painting by jessica alazraki,United States,jessica alazraki,1.45161E+12,7,0,Canvas,0,People,1850,7.522940918
906,Oil,384,Oil, Belly Dance 003C Painting by Corporate Art Task Force,Pakistan,Corporate Art Task Force,1.28408E+12,766,63,Canvas,3,Women,4910,8.499029221
56,Oil,110.92,Oil Tempera Paint Gesso, Updo Painting by Eva Genoveva,Germany,Eva Genoveva,1.45161E+12,63,55,Canvas Wood,0,Women,820,6.70930434
12,Acrylic,252,Acrylic, Flowers Painting by Vili Peshterska,United States,Vili Peshterska,1.45161E+12,6,0,Canvas,1,Nature,485,6.184148891
127,Gouache,108,Gouache Watercolor Ink, Lighting the Way Painting by Jennifer Heerey,United States,Jennifer Heerey,1.45161E+12,15,27,Paper,2,Abstract,280,5.634789603
92,Acrylic,543.72,Acrylic, Petit déjeuner Painting by Daniela Lavinia,Belgium,Daniela Lavinia,1.35104E+12,5,0,Canvas,1,Erotic,980,6.887552572
238,Acrylic,556.96,Acrylic, blue and red couple Painting by Sanda Grlić,Serbia,Sanda Grlić,1.32538E+12,9,1,Canvas,0,Erotic,1240,7.122866659
115,Acrylic and Oil,464.92,Acrylic Oil, The Beauty Painting by Elke Thiebaut,France,Elke Thiebaut,1.45161E+12,44,29,Wood Other,1,Animal,460,6.131226489
106,Acrylic,620.55,Acrylic Charcoal Pastel Pencil, The magicians wife Painting by Alexander Daniloff,Italy,Alexander Daniloff,1.29384E+12,63,18,Canvas,2,Women,1990,7.595889918
32,Oil,543.72,Oil, Blue Mango Painting by Sara Badran,Egypt,Sara Badran,1.29384E+12,8,0,Canvas,0,Still Life,680,6.522092798
97,Oil,955.5,Oil, old  and  new  music Painting by Bhamidipati Bharati,India,Bhamidipati Bharati,1.43778E+12,20,1,Canvas,2,Music,445,6.098074282
65,oil on linen,1920,oil on linen, Amant (Lover) Painting by Susie Sierra,Australia,Susie Sierra,1.40676E+12,2,0,Other,2,Floral,6050,8.707813551
96,Acrylic,451.4,Acrylic Tempera Gouache, Bergamo Painting by Julia Smolenkova,Russia,Julia Smolenkova,1.45964E+12,13,2,Paper,0,Landscape,830,6.721425701
400,Ink,432,Ink Watercolor Gesso Acrylic, Musician #2 Painting by Samuel Hallaj,United States,Samuel Hallaj,1.39821E+12,31,41,Paper,10,Body,1590,7.371489295
627,Oil,107.38,Oil Metal Panel Wood Mix, Buffalo Painting by Florans Atlantis,Turkey,Florans Atlantis,1.42007E+12,7,3,Bronze Wood Other,2,Animal,355,5.872117789
154,Gouache,77.42,Gouache, Silent Nature Painting by Ahmed Hamdy,Egypt,Ahmed Hamdy,1.03594E+12,67,27,Paper,0,Nature,760,6.633318433
92,Watercolor,1152,Watercolor, Night Painting by Etsu Inoue,Canada,Etsu Inoue,1.33445E+12,2,0,Paper,3,Floral,3750,8.229511119
16,Oil,1728,Oil, 3 Ominous Figures Painting by Damian Bellotti,United States,Damian Bellotti,1.45161E+12,9,1,Canvas,0,Abstract,2810,7.940939762
64,Acrylic and Tempera,271.86,Acrylic Tempera, Corporation #1 Painting by Andrey Egorov,Russia,Andrey Egorov,1.45161E+12,30,0,Cardboard Other,0,Landscape,955,6.86171134
35,Acrylic,1856.5,Acrylic Spray Paint Gesso, Tim Weinberg Jazz Flutist Banner Painting by Marcia Gawecki,United States,Marcia Gawecki,1.38853E+12,17,2,Canvas Soft (Yarn Cotton Fabric) Wood,1,Celebrity,1950,7.575584652
135,Acrylic,371.7,Acrylic, OLÉ Painting by Mikél Mato,Ireland,Mikél Mato,1.45161E+12,14,1,Canvas Wood,0,Popular culture,1540,7.339537695
110,Acrylic and Oil,1296,Acrylic Oil, Émigrés Painting by Stephanie Jucker,United States,Stephanie Jucker,1.42657E+12,7,2,Canvas,1,Women,3250,8.086410275
133,Acrylic,330,Acrylic, Butterfly Painting by Vinee Li,,Vinee Li,1.43165E+12,42,6,Canvas,0,Landscape,410,6.01615716
49,Oil,1198.21,Oil, Bloom in a Riot no.3  草枕花眠 Painting by Ines Sun,United States,Ines Sun,1.45161E+12,38,11,Canvas,1,Garden,5610,8.632305999
48,Oil,676,Oil, Babies Performs in the Arctic Circle Painting by suellyn scoon,United States,suellyn scoon,1.42007E+12,27,1,Other,0,Children,1440,7.272398393
413,Acrylic,576,Acrylic, To Peep Is the Key to the Naked Truth Painting by Lattecha Willocks,Jamaica,Lattecha Willocks,1.44798E+12,10,1,Canvas,1,Women,480,6.173786104
17,Oil,743.4,Oil, GOLIATH Painting by Natasha Lyapkin,Belarus,Natasha Lyapkin,1.45161E+12,31,2,Canvas,0,World Culture,3250,8.086410275
201,Oil,992.25,Oil, Das Band der Liebe (The Tape of Love) Painting by Jürgen Höritzsch,Germany,Jürgen Höritzsch,1.42007E+12,69,54,Canvas Wood,0,Science/Technology,1790,7.489970899
13,Acrylic,900,Acrylic, The War Between the Logical Mind and Emotional Heart No.2 Painting by Jessie Siu,Hong Kong,Jessie Siu,1.48323E+12,8,0,Canvas,0,Abstract,3250,8.086410275
20,Oil and Acrylic,992.25,Oil Acrylic, About courage Painting by Janet Im,United Kingdom,Janet Im,1.48323E+12,16,2,Canvas,0,Love,660,6.492239835
